STATENAME,VE_TOTAL,PEDS,PERSONS,DAYNAME,MONTHNAME,HOUR,DAY_WEEKNAME,RUR_URBNAME,HARM_EVNAME,LGT_CONDNAME,WEATHER1NAME,WEATHERNAME,FATALS,DRUNK_DR
Alabama,3,0,3,8,May,7,Wednesday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,1,0,1,8,May,8,Wednesday,Urban,Traffic Sign Support,Daylight,Clear,Clear,1,0
Alabama,2,0,1,8,May,19,Wednesday,Urban,"Pavement Surface Irregularity (Ruts, Potholes, Grates, etc.)",Dusk,Clear,Clear,1,0
Alabama,1,1,1,9,May,6,Thursday,Urban,Pedestrian,Daylight,Cloudy,Cloudy,1,0
Alabama,1,0,1,9,May,6,Thursday,Urban,Railway Vehicle,Daylight,Cloudy,Cloudy,1,1
Alabama,1,0,1,9,May,12,Thursday,Urban,Tree (Standing Only),Daylight,Clear,Clear,1,0
Alabama,1,1,2,11,May,18,Saturday,Urban,Pedestrian,Dark - Not Lighted,Rain,Rain,1,0
Alabama,2,0,2,11,May,19,Saturday,Rural,Motor Vehicle In-Transport,Dusk,Clear,Clear,1,1
Alabama,1,0,2,12,May,6,Sunday,Rural,Fence,Dark - Not Lighted,Rain,Rain,2,0
Alabama,3,0,3,15,May,23,Wednesday,Rural,Motor Vehicle In-Transport,Dark - Not Lighted,Cloudy,Cloudy,1,0
Alabama,2,0,1,15,May,7,Wednesday,Rural,Parked Motor Vehicle,Daylight,Clear,Clear,1,0
Alabama,1,0,2,17,May,10,Friday,Rural,Tree (Standing Only),Daylight,Clear,Clear,1,0
Alabama,2,1,2,16,May,3,Thursday,Rural,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
Alabama,2,0,5,1,April,13,Monday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,5,0
Alabama,4,0,4,6,January,0,Sunday,Urban,Motor Vehicle In-Transport,Dark - Not Lighted,Clear,Clear,1,1
Alabama,2,0,2,7,January,1,Monday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Cloudy,Cloudy,2,1
Alabama,1,0,1,19,May,15,Sunday,Rural,Utility Pole/Light Support,Daylight,Clear,Clear,1,0
Alabama,2,0,2,9,May,15,Thursday,Urban,Motor Vehicle In-Transport,Daylight,Rain,Rain,1,0
Alabama,2,0,3,16,March,17,Saturday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,1,1,1,13,March,8,Wednesday,Urban,Pedestrian,Daylight,Cloudy,Cloudy,1,0
Alabama,1,1,1,15,February,18,Friday,Urban,Pedestrian,Dark - Not Lighted,Rain,Rain,1,0
Alabama,2,0,2,14,February,10,Thursday,Urban,Motor Vehicle In-Transport,Daylight,Cloudy,Cloudy,1,0
Alabama,2,0,3,11,January,12,Friday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,2,0,4,10,January,20,Thursday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,1
Alabama,3,0,6,7,January,15,Monday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,2,0
Alabama,2,0,2,16,June,18,Sunday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,2
Alabama,2,0,2,16,June,0,Sunday,Rural,Motor Vehicle In-Transport,Dark - Not Lighted,Clear,Clear,1,1
Alabama,1,0,1,3,June,23,Monday,Urban,Utility Pole/Light Support,Dark - Lighted,Clear,Clear,1,0
Alabama,1,0,3,2,June,0,Sunday,Rural,Rollover/Overturn,Dark - Lighted,Cloudy,Cloudy,2,0
Alabama,3,0,3,1,June,5,Saturday,Rural,Motor Vehicle In-Transport,Dawn,Clear,Clear,1,1
Alabama,1,0,2,1,June,5,Saturday,Rural,Tree (Standing Only),Dawn,Clear,Clear,1,0
Alabama,1,0,1,29,May,3,Wednesday,Rural,Bridge Pier or Support,Dark - Not Lighted,Clear,Clear,1,0
Alabama,1,0,2,22,May,7,Wednesday,Rural,Tree (Standing Only),Daylight,Clear,Clear,1,0
Alabama,2,0,1,21,May,10,Tuesday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,2,0,4,20,May,14,Monday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,3,0,4,13,May,7,Monday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,2,0,2,13,May,13,Monday,Rural,Ditch,Daylight,Clear,Clear,1,0
Alabama,2,0,4,10,May,14,Friday,Rural,Cable Barrier,Daylight,Rain,Rain,2,0
Alabama,2,0,2,3,May,22,Friday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,0
Alabama,2,0,2,5,May,18,Sunday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,1
Alabama,1,0,2,7,May,12,Tuesday,Urban,Rollover/Overturn,Daylight,Clear,Clear,2,0
Alabama,2,0,5,14,May,18,Tuesday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,1
Alabama,2,0,5,16,May,16,Thursday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,1,0,1,16,May,4,Thursday,Urban,Rollover/Overturn,Dark - Not Lighted,Clear,Clear,1,0
Alabama,1,0,1,17,May,23,Friday,Rural,Tree (Standing Only),Dark - Not Lighted,Clear,Clear,1,1
Alabama,1,0,1,20,April,23,Saturday,Rural,Rollover/Overturn,Dark - Not Lighted,Cloudy,Cloudy,1,0
Alabama,1,0,1,18,May,5,Saturday,Rural,Tree (Standing Only),Dark - Not Lighted,Clear,Clear,1,1
Alabama,1,0,1,18,May,1,Saturday,Rural,Ditch,Dark - Not Lighted,Clear,Clear,1,0
Alabama,1,0,2,19,May,3,Sunday,Rural,Culvert,Dark - Not Lighted,Clear,Clear,2,1
Alabama,1,0,1,19,May,12,Sunday,Rural,Rollover/Overturn,Daylight,Clear,Clear,1,1
Alabama,1,0,1,19,May,0,Sunday,Rural,Ditch,Dark - Not Lighted,Clear,Clear,1,0
Alabama,1,0,1,23,May,9,Thursday,Rural,Tree (Standing Only),Daylight,Clear,Clear,1,0
Alabama,3,0,4,19,May,0,Sunday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,1
Alabama,2,0,2,21,May,8,Tuesday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,2,0,2,22,May,14,Wednesday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,2,0,3,23,May,13,Thursday,Rural,Motor Vehicle In-Transport,Daylight,Cloudy,Cloudy,1,0
Alabama,2,0,3,24,May,21,Friday,Urban,Other Object (not fixed),Dark - Not Lighted,Clear,Clear,1,1
Alabama,3,2,1,24,May,16,Friday,Rural,Pedestrian,Daylight,Clear,Clear,1,0
Alabama,1,0,1,24,May,22,Friday,Rural,Rollover/Overturn,Dark - Not Lighted,Clear,Clear,1,0
Alabama,1,0,1,25,May,2,Saturday,Rural,Tree (Standing Only),Dark - Not Lighted,Cloudy,Cloudy,1,0
Alabama,1,0,1,25,May,0,Saturday,Rural,Fence,Dark - Not Lighted,Clear,Clear,1,0
Alabama,1,0,1,24,May,11,Friday,Rural,Ground,Daylight,Clear,Clear,1,0
Alabama,2,0,2,15,May,9,Wednesday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,1,0,1,25,May,5,Saturday,Urban,Culvert,Dark - Not Lighted,Clear,Clear,1,0
Alabama,3,0,3,26,May,2,Sunday,Rural,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,0
Alabama,1,1,2,26,May,18,Sunday,Urban,Pedestrian,Daylight,Clear,Clear,1,0
Alabama,1,0,2,27,May,15,Monday,Rural,Embankment,Daylight,Clear,Clear,1,1
Alabama,1,0,1,27,May,16,Monday,Urban,Embankment,Daylight,Clear,Clear,1,0
Alabama,2,0,3,28,May,14,Tuesday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,2,0
Alabama,2,0,3,30,May,15,Thursday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,2,0,3,31,May,8,Friday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,1,0,1,31,May,19,Friday,Rural,Tree (Standing Only),Dusk,Clear,Clear,1,0
Alabama,1,1,3,31,May,21,Friday,Rural,Pedestrian,Dark - Not Lighted,Cloudy,Cloudy,1,0
Alabama,1,1,1,1,June,21,Saturday,Urban,Pedalcyclist,Dark - Lighted,Clear,Clear,1,1
Alabama,2,0,2,1,June,20,Saturday,Rural,Motor Vehicle In-Transport,Dusk,Clear,Clear,1,1
Alabama,2,0,3,1,June,10,Saturday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,1,0,3,2,June,8,Sunday,Rural,Tree (Standing Only),Daylight,Clear,Clear,1,1
Alabama,2,0,2,3,June,16,Monday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,1
Alabama,2,0,2,3,June,14,Monday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,1,0,1,4,June,20,Tuesday,Urban,Live Animal,Dark - Not Lighted,Clear,Clear,1,0
Alabama,2,0,7,4,June,19,Tuesday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,2,0
Alabama,3,0,5,5,June,21,Wednesday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Rain,Rain,1,1
Alabama,1,0,1,6,June,7,Thursday,Rural,Tree (Standing Only),Daylight,Rain,Rain,1,0
Alabama,2,0,2,6,June,7,Thursday,Rural,Guardrail Face,Daylight,Cloudy,Cloudy,1,0
Alabama,2,0,3,7,June,10,Friday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,2,0
Alabama,1,0,1,7,June,23,Friday,Rural,Ditch,Dark - Not Lighted,Reported as Unknown,Reported as Unknown,1,1
Alabama,2,0,3,8,June,21,Saturday,Rural,Motor Vehicle In-Transport,Dark - Not Lighted,Cloudy,Cloudy,2,1
Alabama,2,0,2,8,June,7,Saturday,Urban,Motor Vehicle In-Transport,Daylight,Rain,Rain,1,0
Alabama,1,0,1,9,June,19,Sunday,Rural,Traffic Sign Support,Dusk,Cloudy,Cloudy,1,0
Alabama,1,0,3,8,June,21,Saturday,Rural,Ditch,Dark - Not Lighted,Cloudy,Cloudy,1,1
Alabama,1,0,1,6,June,4,Thursday,Urban,Utility Pole/Light Support,Dark - Lighted,Rain,Rain,1,0
Alabama,2,0,2,1,June,14,Saturday,Urban,Parked Motor Vehicle,Daylight,Rain,Rain,1,0
Alabama,1,0,1,10,June,23,Monday,Urban,Tree (Standing Only),Dark - Not Lighted,Clear,Clear,1,0
Alabama,1,0,1,10,June,20,Monday,Urban,Boulder,Dark - Unknown Lighting,Clear,Clear,1,1
Alabama,1,1,1,12,June,0,Wednesday,Rural,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
Alabama,1,0,2,13,June,3,Thursday,Urban,Utility Pole/Light Support,Dark - Not Lighted,Clear,Clear,2,0
Alabama,2,0,2,14,June,19,Friday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,1
Alabama,1,0,1,15,June,12,Saturday,Rural,Tree (Standing Only),Daylight,Clear,Clear,1,1
Alabama,1,0,2,1,January,1,Tuesday,Urban,Culvert,Dark - Not Lighted,Rain,Rain,1,0
Alabama,2,0,3,5,January,17,Saturday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,1
Alabama,2,0,2,7,January,20,Monday,Urban,Motor Vehicle In-Transport,Dark - Not Lighted,Clear,Clear,1,1
Alabama,1,1,1,10,January,17,Thursday,Urban,Pedestrian,Daylight,Clear,Clear,1,0
Alabama,1,0,1,10,January,8,Thursday,Rural,Ditch,Daylight,Clear,Clear,1,0
Alabama,2,0,2,3,January,19,Thursday,Rural,Motor Vehicle In-Transport,Dark - Not Lighted,Rain,Rain,1,0
Alabama,1,0,1,2,February,18,Saturday,Rural,Tree (Standing Only),Dark - Not Lighted,Clear,Clear,1,0
Alabama,1,1,10,9,February,21,Saturday,Urban,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
Alabama,1,0,5,9,March,22,Saturday,Rural,Ditch,Dark - Not Lighted,Cloudy,Cloudy,1,1
Alabama,1,0,1,14,March,20,Thursday,Rural,Rollover/Overturn,Dark - Not Lighted,Cloudy,Cloudy,1,0
Alabama,3,0,5,4,March,17,Monday,Rural,Motor Vehicle In-Transport,Daylight,Cloudy,Cloudy,1,0
Alabama,1,0,2,29,March,22,Friday,Rural,Embankment,Dark - Not Lighted,Clear,Clear,1,0
Alabama,2,0,3,11,May,18,Saturday,Rural,Motor Vehicle In-Transport,Dusk,Cloudy,Cloudy,1,0
Alabama,2,0,3,17,May,12,Friday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,1,1,1,18,May,20,Saturday,Rural,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
Alabama,1,0,1,3,May,17,Friday,Rural,Guardrail Face,Daylight,Clear,Clear,1,0
Alabama,2,0,7,12,May,1,Sunday,Rural,Motor Vehicle In-Transport,Dark - Not Lighted,Rain,Rain,1,0
Alabama,2,0,5,11,July,1,Thursday,Urban,Motor Vehicle In-Transport,Dark - Not Lighted,Cloudy,Cloudy,4,1
Alabama,1,0,1,29,June,15,Saturday,Rural,Ditch,Daylight,Clear,Clear,1,0
Alabama,1,0,1,23,June,7,Sunday,Urban,Concrete Traffic Barrier,Daylight,Clear,Clear,1,1
Alabama,1,0,4,23,June,19,Sunday,Rural,Cable Barrier,Daylight,Clear,Clear,1,0
Alabama,2,0,3,14,June,2,Friday,Rural,Motor Vehicle In-Transport,Dark - Not Lighted,Clear,Clear,3,2
Alabama,3,0,7,8,June,6,Saturday,Urban,Motor Vehicle In-Transport,Daylight,Rain,Rain,1,0
Alabama,1,0,4,28,April,3,Sunday,Urban,Bridge Pier or Support,Dark - Lighted,Clear,Clear,3,1
Alabama,2,0,3,2,May,11,Thursday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,2,4,3,29,March,9,Friday,Urban,Pedestrian,Daylight,Clear,Clear,1,0
Alabama,1,1,1,7,June,22,Friday,Urban,Pedestrian,Dark - Not Lighted,Rain,Rain,1,0
Alabama,2,0,6,10,June,13,Monday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,3,0
Alabama,1,1,1,12,June,17,Wednesday,Urban,Pedestrian,Daylight,Cloudy,Cloudy,1,0
Alabama,1,0,2,13,June,18,Thursday,Urban,Ditch,Daylight,Clear,Clear,1,0
Alabama,2,1,1,15,June,0,Saturday,Rural,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
Alabama,1,0,1,17,June,16,Monday,Urban,Traffic Sign Support,Daylight,Clear,Clear,1,0
Alabama,1,1,1,19,June,3,Wednesday,Urban,Pedestrian,Dark - Not Lighted,Cloudy,Cloudy,1,0
Alabama,2,0,4,20,June,16,Thursday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,3,0,3,21,June,5,Friday,Urban,Motor Vehicle In-Transport,Dawn,Clear,Clear,1,0
Alabama,1,0,1,21,June,2,Friday,Rural,Rollover/Overturn,Dark - Not Lighted,Clear,Clear,1,1
Alabama,2,0,3,21,June,16,Friday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,1,0,1,22,June,8,Saturday,Rural,Tree (Standing Only),Daylight,Cloudy,Cloudy,1,0
Alabama,2,0,3,22,June,13,Saturday,Urban,Motor Vehicle In-Transport,Daylight,Cloudy,Cloudy,1,0
Alabama,3,0,6,22,June,1,Saturday,Rural,Motor Vehicle In-Transport,Dark - Not Lighted,Cloudy,Cloudy,2,1
Alabama,3,0,3,22,June,23,Saturday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,1
Alabama,1,0,1,7,June,15,Friday,Rural,Culvert,Daylight,Cloudy,Cloudy,1,0
Alabama,2,0,4,22,June,15,Saturday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,1,0,1,23,June,0,Sunday,Rural,Guardrail End,Dark - Not Lighted,Clear,Clear,1,1
Alabama,3,0,5,26,July,9,Friday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,1,0,1,24,June,10,Monday,Rural,Ditch,Daylight,Cloudy,Cloudy,1,0
Alabama,2,0,4,25,June,10,Tuesday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,1
Alabama,5,0,7,25,June,7,Tuesday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,1,0,1,27,June,4,Thursday,Urban,Embankment,Dark - Not Lighted,Cloudy,Cloudy,1,1
Alabama,3,0,5,27,June,6,Thursday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,1,0,2,27,June,6,Thursday,Rural,Ditch,Daylight,Clear,Clear,1,0
Alabama,1,0,2,27,June,23,Thursday,Rural,Rollover/Overturn,Dark - Not Lighted,Cloudy,Cloudy,1,1
Alabama,2,0,2,28,June,13,Friday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,1,0,1,29,June,1,Saturday,Urban,Embankment,Dark - Not Lighted,Clear,Clear,1,0
Alabama,1,1,1,29,June,4,Saturday,Urban,Pedestrian,Dark - Not Lighted,Clear,Clear,1,1
Alabama,1,0,1,29,June,7,Saturday,Rural,Railway Vehicle,Daylight,Clear,Clear,1,0
Alabama,1,0,1,29,June,14,Saturday,Rural,Rollover/Overturn,Daylight,Clear,Clear,1,0
Alabama,1,0,1,29,June,22,Saturday,Urban,Immersion or Partial Immersion,Dark - Not Lighted,Cloudy,Cloudy,1,0
Alabama,1,0,2,30,June,0,Sunday,Rural,Rollover/Overturn,Dark - Not Lighted,Clear,Clear,2,0
Alabama,1,0,1,30,June,14,Sunday,Urban,Utility Pole/Light Support,Daylight,Clear,Clear,1,1
Alabama,1,0,2,30,June,17,Sunday,Rural,Tree (Standing Only),Daylight,Clear,Clear,2,1
Alabama,3,0,6,30,June,19,Sunday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,2,0
Alabama,2,0,2,30,June,16,Sunday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,2,0,2,2,July,10,Tuesday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,1,0,1,3,July,19,Wednesday,Rural,Tree (Standing Only),Dusk,Clear,Clear,1,1
Alabama,1,0,1,3,July,3,Wednesday,Urban,Tree (Standing Only),Dark - Lighted,Clear,Clear,1,1
Alabama,1,1,4,3,July,16,Wednesday,Urban,Pedestrian,Daylight,Rain,Rain,1,0
Alabama,2,0,7,3,July,22,Wednesday,Urban,Guardrail Face,Dark - Not Lighted,Clear,Clear,2,0
Alabama,1,0,1,4,July,3,Thursday,Rural,Rollover/Overturn,Dark - Not Lighted,Clear,Clear,1,1
Alabama,3,0,3,5,July,14,Friday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,1,0,1,5,July,21,Friday,Rural,Ditch,Dark - Not Lighted,Clear,Clear,1,1
Alabama,1,1,2,6,July,20,Saturday,Urban,Pedestrian,Dark - Not Lighted,Cloudy,Cloudy,1,0
Alabama,1,0,1,7,July,4,Sunday,Urban,Curb,Dark - Unknown Lighting,Clear,Clear,1,0
Alabama,1,0,1,7,July,7,Sunday,Rural,Traffic Sign Support,Daylight,Cloudy,Cloudy,1,0
Alabama,2,0,5,7,July,19,Sunday,Rural,Motor Vehicle In-Transport,Dusk,Cloudy,Cloudy,3,0
Alabama,1,0,3,9,July,1,Tuesday,Rural,Tree (Standing Only),Dark - Not Lighted,Clear,Clear,1,0
Alabama,2,0,2,9,July,17,Tuesday,Rural,Motor Vehicle In-Transport,Daylight,Cloudy,Cloudy,1,0
Alabama,3,0,2,9,July,23,Tuesday,Rural,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,1
Alabama,2,0,2,10,July,18,Wednesday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,1,0,1,11,July,13,Thursday,Urban,Mail Box,Daylight,Cloudy,Cloudy,1,0
Alabama,2,0,2,12,July,22,Friday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,1
Alabama,2,0,2,13,July,8,Saturday,Rural,Motor Vehicle In-Transport,Daylight,Cloudy,Cloudy,1,0
Alabama,1,1,1,14,July,2,Sunday,Urban,Pedestrian,Dark - Lighted,Rain,Rain,1,0
Alabama,1,0,1,14,July,20,Sunday,Rural,Tree (Standing Only),Dark - Not Lighted,Cloudy,Cloudy,1,1
Alabama,2,0,2,15,July,16,Monday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,2,1,2,16,July,16,Tuesday,Urban,Pedestrian,Daylight,Clear,Clear,1,0
Alabama,1,0,1,17,July,4,Wednesday,Rural,Culvert,Dark - Not Lighted,Clear,Clear,1,0
Alabama,3,0,7,19,July,14,Friday,Rural,Motor Vehicle In-Transport,Daylight,Rain,Rain,1,0
Alabama,1,0,3,19,July,16,Friday,Urban,Ditch,Daylight,Clear,Clear,1,1
Alabama,1,0,1,22,July,7,Monday,Urban,Tree (Standing Only),Daylight,Clear,Clear,1,0
Alabama,1,0,1,19,August,0,Monday,Urban,Traffic Sign Support,Dark - Lighted,Clear,Clear,1,0
Alabama,2,0,3,16,August,23,Friday,Rural,Guardrail Face,Dark - Not Lighted,Clear,Clear,1,0
Alabama,1,1,1,18,August,19,Sunday,Rural,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
Alabama,2,0,4,11,August,21,Sunday,Rural,Motor Vehicle In-Transport,Dark - Not Lighted,Clear,Clear,1,1
Alabama,1,0,1,7,August,14,Wednesday,Urban,Rollover/Overturn,Daylight,Clear,Clear,1,0
Alabama,2,1,1,29,July,18,Monday,Urban,Pedestrian,Daylight,Clear,Clear,1,0
Alabama,1,0,1,28,July,6,Sunday,Urban,Concrete Traffic Barrier,Dark - Not Lighted,Clear,Clear,1,0
Alabama,2,0,3,27,July,22,Saturday,Rural,Motor Vehicle In-Transport,Dark - Not Lighted,Clear,Clear,1,1
Alabama,2,0,2,12,July,2,Friday,Urban,Motor Vehicle In-Transport,Dark - Unknown Lighting,Clear,Clear,1,0
Alabama,1,0,1,18,May,7,Saturday,Rural,Culvert,Daylight,"Fog, Smog, Smoke","Fog, Smog, Smoke",1,0
Alabama,1,1,1,27,May,20,Monday,Rural,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
Alabama,1,0,1,29,June,2,Saturday,Rural,Tree (Standing Only),Dark - Not Lighted,Cloudy,Cloudy,1,1
Alabama,2,0,3,4,July,12,Thursday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,2,0
Alabama,1,1,1,7,July,1,Sunday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
Alabama,1,1,2,13,July,0,Saturday,Urban,Pedestrian,Dark - Not Lighted,Cloudy,Cloudy,1,0
Alabama,2,0,2,25,August,2,Sunday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,1
Alabama,2,0,2,15,July,21,Monday,Urban,Motor Vehicle In-Transport,Dark - Not Lighted,Cloudy,Cloudy,1,0
Alabama,1,1,2,19,July,1,Friday,Rural,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
Alabama,2,0,2,19,July,13,Friday,Rural,Motor Vehicle In-Transport,Daylight,Cloudy,Cloudy,1,0
Alabama,1,0,1,21,July,23,Sunday,Urban,Curb,Dark - Lighted,Clear,Clear,1,0
Alabama,1,0,1,22,July,13,Monday,Rural,Tree (Standing Only),Daylight,Clear,Clear,1,0
Alabama,3,0,3,22,July,17,Monday,Rural,Motor Vehicle In-Transport,Daylight,Rain,Rain,1,0
Alabama,1,0,2,22,July,18,Monday,Rural,Embankment,Dusk,Cloudy,Cloudy,1,0
Alabama,2,0,2,24,July,20,Wednesday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Cloudy,Cloudy,1,0
Alabama,2,1,2,24,July,21,Wednesday,Urban,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
Alabama,1,0,1,24,July,21,Wednesday,Rural,Embankment,Dark - Not Lighted,Clear,Clear,1,1
Alabama,2,0,2,25,July,5,Thursday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,2,1,2,26,July,20,Friday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
Alabama,1,0,1,26,July,9,Friday,Rural,Rollover/Overturn,Daylight,Clear,Clear,1,0
Alabama,2,0,2,27,July,3,Saturday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,2,0
Alabama,1,0,1,27,July,14,Saturday,Rural,Tree (Standing Only),Daylight,Cloudy,Cloudy,1,1
Alabama,1,0,1,28,July,2,Sunday,Rural,Ditch,Dark - Not Lighted,Clear,Clear,1,1
Alabama,1,1,1,28,July,5,Sunday,Rural,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
Alabama,3,2,2,29,July,22,Monday,Rural,Motor Vehicle In-Transport,Dark - Not Lighted,Clear,Clear,1,0
Alabama,2,0,5,29,July,22,Monday,Rural,Motor Vehicle In-Transport,Dark - Not Lighted,Clear,Clear,2,0
Alabama,2,0,2,30,July,5,Tuesday,Urban,Motor Vehicle In-Transport,Dawn,Clear,Clear,1,0
Alabama,1,0,1,31,July,7,Wednesday,Rural,Culvert,Daylight,Clear,Clear,1,0
Alabama,3,0,3,31,July,10,Wednesday,Urban,Motor Vehicle In-Transport,Daylight,Rain,Rain,1,0
Alabama,1,1,1,1,August,1,Thursday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,1
Alabama,1,0,1,1,August,12,Thursday,Rural,Rollover/Overturn,Daylight,Cloudy,Cloudy,1,0
Alabama,2,0,2,1,August,16,Thursday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,2,0,3,1,August,18,Thursday,Urban,Motor Vehicle In-Transport,Daylight,Rain,Rain,1,1
Alabama,1,1,1,1,August,21,Thursday,Rural,Pedestrian,Dark - Not Lighted,Cloudy,Cloudy,1,0
Alabama,1,1,1,2,August,0,Friday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
Alabama,1,0,1,2,August,23,Friday,Rural,Rollover/Overturn,Dark - Not Lighted,Clear,Clear,1,1
Alabama,2,0,2,2,August,22,Friday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Cloudy,Cloudy,1,2
Alabama,1,0,1,3,August,21,Saturday,Rural,Tree (Standing Only),Dark - Not Lighted,Clear,Clear,1,0
Alabama,3,0,4,3,August,14,Saturday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,1
Alabama,1,1,1,6,August,5,Tuesday,Urban,Pedestrian,Dark - Not Lighted,Cloudy,Cloudy,1,0
Alabama,3,0,3,6,August,15,Tuesday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,1,2,2,7,August,18,Wednesday,Rural,Pedalcyclist,Daylight,Clear,Clear,1,1
Alabama,2,0,3,7,August,16,Wednesday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,1,1,2,9,August,23,Friday,Rural,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
Alabama,2,0,3,9,August,16,Friday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,2,0,2,10,August,11,Saturday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Alabama,1,0,1,10,August,23,Saturday,Rural,Culvert,Dark - Not Lighted,Clear,Clear,1,0
